Date,Rainfall,Temp,Humidity,Wind Speed,Solar Rad,SO2,NO2,CO,O3,PM2.5,PM10
10/17/2013,1,28.7,80,0,237.82,3.248888889,28.43529412,1.256363636,11.18703704,233.0861538,226.9363415
10/18/2013,0,29.4,73,0,233.09,3.156666667,28.14647059,1.267090909,11.22777778,236.7696154,230.7307317
10/19/2013,0,29.6,72,2,228.36,3.064444444,27.85764706,1.277818182,11.26851852,240.4530769,234.525122
10/20/2013,0,27.4,78,2,223.63,2.972222222,27.56882353,1.288545455,11.30925926,244.1365385,238.3195122
10/21/2013,3,25.4,88,4,218.9,2.88,27.28,1.299272727,11.35,247.82,242.1139024
10/22/2013,35,24.9,90,0,219.22,3.61,24.21,1.31,12.36,311.5633333,245.9082927
10/23/2013,13,25.4,86,0,261.84,3.7,25.1,1.14,13.11,375.3066667,249.7026829
10/24/2013,0,27.4,79,0,382.45,2.5,30.86,1.14,14.32,439.05,253.4970732
10/25/2013,0,24.4,91,2,281.56,4.24,21.61,0.87,13.89,435.4681159,257.2914634
10/26/2013,11,23.4,88,2.3,238.85,1.93,19.87,0.8,11.89,431.8862319,261.0858537
10/27/2013,1,24.9,81,2,318.97,3.25,18.47,1.22,14.22,428.3043478,264.8802439
10/28/2013,0,26,76,2,412.1,1.43,10.97,0.76,19.77,424.7224638,268.6746341
10/29/2013,0,26.8,73,2,418.14,2.07,14.14,0.65,24.2,421.1405797,272.4690244
10/30/2013,0,25.5,67,2,431.55,2.72,25.87,0.96,25.31,417.5586957,276.2634146
10/31/2013,0,25.4,67,2,415.41,3.93,42.56,1.37,28.46,413.9768116,280.0578049
11/1/2013,0,25,69,2,407.7,2.87,31.96,0.77,29.57,410.3949275,283.8521951
11/2/2013,0,25.4,70,2,418.39,3.69,36.99,1.13,25.78,406.8130435,287.6465854
11/3/2013,0,26.1,72,0,266.11,2.76,31.98,0.94,26.22,403.2311594,291.4409756
11/4/2013,0,24.4,81,0,254.87,3.59,29.06,0.73,18,399.6492754,295.2353659
11/5/2013,0,24.4,73,2,262.82,2.89,37.41,2.74,21.24,396.0673913,299.0297561
11/6/2013,0,24,74,2,291.34,3.52,51.55,1.82,19.07,392.4855072,302.8241463
11/7/2013,0,24.5,69,2,425.03,3.31,45.82,1.27,13.73,388.9036232,306.6185366
11/8/2013,0,24.5,69,2,420.47,4.12,42.31,1.06,15.06,385.3217391,310.4129268
11/9/2013,0,24.7,68,0,315.06,2.69,44.04,0.77,14.61,381.7398551,314.2073171
11/10/2013,0,25.4,66,2,363.63,3.22,46.87,1.01,15.26,378.157971,318.0017073
11/11/2013,0,25.2,58,2,309.3,3.12,35.71,0.8,15.33,374.576087,321.7960976
11/12/2013,0,24.2,52,2.5,254.9,3.35,40.11,0.53,16.82,370.9942029,325.5904878
11/13/2013,0,23.9,57,2,242.55,4.15,36.74,1.13,20.64,367.4123188,329.384878
11/14/2013,0,23.5,64,2,215.33,5.13,47.24,1.09,15.57,363.8304348,333.1792683
11/15/2013,0,23.9,61,0,224.41,5.46,55.24,1.37,14.68,360.2485507,336.9736585
11/16/2013,0,25,56,2,225.08,5.47,50.74,1.38,13.78,356.6666667,340.7680488
11/17/2013,0,22.9,69,2,211.02,4.83,46.9,1.18,16.37,353.0847826,344.562439
11/18/2013,0,24.5,60,2,219.96,3.86,38.87,1.29,17.49,349.5028986,348.3568293
11/19/2013,0,23.2,60,2,207.11,3.51,48.27,1.28,21.46,345.9210145,352.1512195
11/20/2013,0,22.1,66,2,198,4.42,48.79,1.87,22.37,342.3391304,355.9456098
11/21/2013,0,21.8,71,2,189.42,4.69,65.94,2.11,14.61,338.7572464,359.74
11/22/2013,0,22.7,67,2,201.78,3.81,55.43,1.64,16.93,335.1753623,363.5343902
11/23/2013,0,22.7,63,2.5,204.94,5.57,58.09,1.23,17.43,331.5934783,367.3287805
11/24/2013,0,22,65,2,204.4,7.12,60.73,1.13,25.09,328.0115942,371.1231707
11/25/2013,0,22.3,70,2,204.12,4.97,52.89,1.08,17.06,324.4297101,374.917561
11/26/2013,0,22.7,72,0,202.45,5.58,50.54,1.29,16.8,320.8478261,378.7119512
11/27/2013,0,22.4,75,2,205.21,4.98,46.46,1.37,14.99,317.265942,382.5063415
11/28/2013,0,23.2,69,2,215.34,5.41,50.15,1.23,18.63,313.684058,386.3007317
11/29/2013,0,23.6,67,2,217.89,8.47,57.65,1.24,19.16,310.1021739,390.095122
11/30/2013,0,23.4,71,2,207.75,6.28,55.63,0.93,15.65,306.5202899,393.8895122
12/1/2013,0,23.7,66,2.3,227.18,5.19,47.76,0.42,16.51,302.9384058,397.6839024
12/2/2013,0,23.5,65,2,212.07,4.92,41.8,1.28,16.8,299.3565217,401.4782927
12/3/2013,0,22.4,75,2,211.23,5.46,45.76,1.28,14.04,295.7746377,405.2726829
12/4/2013,0,23.4,69,2,216.45,4.39,55.02,1.51,12.67,292.1927536,409.0670732
12/5/2013,0,23.1,68,0,207.22,7.49,53.69,2.08,13.32,288.6108696,412.8614634
12/6/2013,0,22.4,70,0,218.93,5.14,63,3.67,13.87,285.0289855,416.6558537
12/7/2013,0,22.5,72,2,222.58,8.77,66.69,2.74,13.54,281.4471014,420.4502439
12/8/2013,0,22.6,68,2,223.56,7.77,58.57,3.03,13.04,277.8652174,424.2446341
12/9/2013,0,22.3,77,3,221.87,8.64,55.17,2.55,12.45,274.2833333,428.0390244
12/10/2013,0,22.4,71,2,221.54,3.82,45.4,0.74,12.53,270.7014493,431.8334146
12/11/2013,0,22,64,2,217.77,8.33,53.27,0.83,13.89,267.1195652,435.6278049
12/12/2013,0,20.1,67,0,203.81,13.26,52.7,0.98,14.73,263.5376812,439.4221951
12/13/2013,0,20,67,2,199.33,9.07,60.95,1.05,10.09,259.9557971,443.2165854
12/14/2013,0,19.4,70,2,199.82,10.82,75.13,1.16,10.09,256.373913,447.0109756
12/15/2013,0,19.1,75,2,196.67,5.12,59.89,1.48,10.09,252.792029,450.8053659
12/16/2013,0,19.5,68,2,198.83,7.07,68.26,1.83,9.99,249.2101449,454.5997561
12/17/2013,0,19,67,0,198.26,6.96,65.65,1.11,9.59,245.6282609,458.3941463
12/18/2013,0,19.3,69,2,194.03,9.45,63.1,1.23,9.75,242.0463768,462.1885366
12/19/2013,0,18.8,79,0,194,11.98,61.5,1.2,9.67,238.4644928,465.9829268
12/20/2013,0,19.7,80,2,192.46,10.05,71.72,1.88,9.75,234.8826087,469.7773171
12/21/2013,0,20,85,0,195.96,6.28,49.04,1.02,10.11,231.3007246,473.5717073
12/22/2013,0,20,80,0,194.26,5.02,44.96,1.03,10.15,227.7188406,477.3660976
12/23/2013,0,21,75,2,202.69,9.22,43.55,1.54,10.18,224.1369565,481.1604878
12/24/2013,0,20.8,68,2.8,200.85,10.11,40.81,1.97,10.13,220.5550725,484.954878
12/25/2013,0,17.4,75,3,172.16,6.57,31.15,0.79,10.12,216.9731884,488.7492683
12/26/2013,0,17.5,73,2.3,167.88,7.88,38.92,0.5,10.21,213.3913043,492.5436585
12/27/2013,0,16,85,2,166.12,7.98,59.29,1.27,10.22,209.8094203,496.3380488
12/28/2013,0,16.6,84,0,157.38,7.76,50.43,1.18,10.26,206.2275362,500.132439
12/29/2013,0,16.8,82,2,142.13,8.89,50.91,0.66,10.21,202.6456522,503.9268293
12/30/2013,0,17.3,72,2,148.02,6.33,51.71,1.89,10.18,199.0637681,507.7212195
12/31/2013,0,16.4,73,2,152.32,8.33,70,1.76,10.21,195.4818841,511.5156098
1/1/2014,0,19.2,63,2,168.28,11.23,60.57,2.1,10.16,191.9,515.31
1/2/2014,0,19.3,71,2,179.72,11.27,54.75,1.47,10.24,202.07,473.83
1/3/2014,0,18.2,66,2,157.02,11.16,55.09,1.16,10.2,286.81,462.5
1/4/2014,0,16.9,71,2,141.54,6.41,42.76,0.75,10.17,159.78,402.0825
1/5/2014,0,17,76,2,151.1,8.57,34.21,1.08,10.15,75.58,341.665
1/6/2014,0,17.1,84,0,150.39,11.12,53.29,1.66,10.16,91.51,281.2475
1/7/2014,0,17,77,2,148.04,7.8,59.39,1.19,10.16,188.31,220.83
1/8/2014,0,16.6,60,2,144.51,11.49,55.32,0.85,10.09,178.19,271.03
1/9/2014,0,14.4,87,2,132.98,8.73,38.43,0.7,10.28,184.46,263.36
1/10/2014,0,15.7,83,2,164.2,6.86,68.86,1.32,10.25,216.87,416.27
1/11/2014,0,20,63,2,188.02,6.88,83.23,1.8,10.23,185.34,312.39
1/12/2014,0,19.5,64,2,187.18,11.32,45.54,0.92,10.32,176.63,276.26
1/13/2014,0,20,67,2.5,176.54,12.59,51.57,0.93,10.16,176.48,292.34
1/14/2014,0,17.2,83,2,128.69,9.06,35.95,0.8,10.11,198.04,361.72
1/15/2014,0,15.8,88,2,119.22,6.05,34.39,0.56,10.26,168.26,322.05
1/16/2014,0,16.7,78,2.7,128.85,10.32,35.21,1.92,10.11,189.73,277.08
1/17/2014,0,17.2,84,2.3,130.24,7.36,39.82,1.46,10.19,170.03,323.88
1/18/2014,0,20.1,69,3,158.19,7.2,52.78,1.04,10.22,98.28,294.755
1/19/2014,0,20.3,72,4,164.97,11.4,47.26,0.81,10.27,142.52,265.63
1/20/2014,0,18.6,79,2,160.51,14.37,59.66,1.22,10.24,138.65,221.49
1/21/2014,0,16.7,85,2.5,141.45,4.56,37.49,2.01,10.19,149.83,182.53
1/22/2014,0,19.2,80,2,150.96,9.26,58.53,1.83,10.24,147.46,199.42
1/23/2014,0,21.4,66,2,171.74,20.29,60.73,1.57,9.9,171.44,282.73
1/24/2014,0,21,67,3,200.8,9.97,50.02,1.97,14.01,135.05,203.11
1/25/2014,0,21.2,61,2,197.31,11.46,51.67,1.36,14.02,112.11,167.47
1/26/2014,0,19.7,62,2.5,218.58,6.19,47.26,0.66,15.17,121.56,138.07
1/27/2014,0,17.5,70,2,219.24,7.9,47.6,0.74,17.59,144.59,234.81
1/28/2014,0,17.1,71,2.5,186.13,9.48,46.99,1,11.87,155.12,231.52
1/29/2014,0,19.3,67,2,160.79,12.6,61.02,6.69,5.7,135.1,256.53
1/30/2014,0,20,61,2.5,212.23,14.62,62.29,6.22,5.51,150.5,362.47
1/31/2014,0,18,81,3,322.39,6.68,37.4,2.03,5.42,259.49,327.33
2/1/2014,0,18.4,78,2.5,289.71,8.45,38.15,1.24,5.42,188.32,316.51
2/2/2014,0,19.3,66,2.8,301.08,7.26,41.82,0.9,5.42,176.83,256.12
2/3/2014,0,17.6,67,2.5,279.41,6.75,43.43,1.28,5.5,151.63,236.12
2/4/2014,0,16.2,77,3,274,9.18,54.3,1.13,5.59,121.82,326.01
2/5/2014,0,19.6,74,2,303.28,8.78,61.09,2.1,5.49,165.11,375.11
2/6/2014,0,21.1,67,2,338.82,12.78,65.51,2.73,5.54,120.05,387.43
2/7/2014,0,21.9,59,3,350.75,11.11,95.15,3.75,5.56,124.81,376.48
2/8/2014,0,23.6,67,2,378.74,12.64,45.02,1.41,5.56,119.16,233.52
2/9/2014,0,23.1,65,2,376.7,13.38,48.88,1.65,5.51,152.33,152.53
2/10/2014,0,22,51,2,371.32,16.92,68.62,2.66,5.51,127.9,215.42
2/11/2014,0,22.4,51,2.3,422.12,8.51,65.05,0.7,5.5,135.29,260.42
2/12/2014,0,21.5,44,2,387.16,12.69,58.86,1.3,5.7,132.9,201.88
2/13/2014,0,20.7,48,2.8,364.04,8.84,66.26,1.72,5.59,136.17,196.72
2/14/2014,0,21.6,45,2,360.48,10.42,62.15,3,5.41,148.11,208.37
2/15/2014,0,19.6,71,2.8,343.28,7.83,51.99,1.55,5.28,172.22,74.39
2/16/2014,1,18.8,87,2.3,274.77,4.34,47.51,1.63,5.5,140.06,127.31
2/17/2014,8,17.9,79,2,400.9,6.11,107,2.83,7.62,147.12,211.45
2/18/2014,3,18.8,59,2.7,330.29,10.28,60.86,1.39,5.58,118.24,10.63
2/19/2014,0,21.2,56,2,321.07,10.5,62.7,0.19,5.41,77.36,54.98
2/20/2014,0,21,58,2,344.84,10.22,47.27,0.28,5.43,95.51,36.05
2/21/2014,0,20.9,58,2.7,360.49,15.95,69.36,0.36,5.44,108.62,32.16
2/22/2014,0,21.9,59,2,206.55,16.65,78.91,4.85,5.93,91.96,30.68
2/23/2014,0,23.1,58,2.7,208.06,14.9,70.01,1.29,5.64,114.93,101.84
2/24/2014,0,23.4,64,2,243.86,13.71,53.89,1.18,5.54,125.17,201.59
2/25/2014,0,24.3,52,2.5,287.93,16.52,66.25,1.22,5.57,80.16,157.07
2/26/2014,0,22.7,58,2,257.54,16.22,72.54,1.01,5.68,85.25,133.99
2/27/2014,0,23.4,56,2.5,240.87,21.85,78.48,0.82,5.67,72.08,152.88
2/28/2014,0,22.3,65,5,217.68,10.09,61.32,1.91,5.74,85.94,188.38
3/1/2014,0,23.4,57,2,220.01,16.08,67.24,1.57,5.6,117.17,173.91
3/2/2014,0,23.4,59,2.8,221.67,10.83,60.75,0.68,5.49,108.39,190.13
3/3/2014,0,24,55,2,222.23,13.05,58.91,2.31,5.51,94.61,173.57
3/4/2014,0,23.9,46,3,218.34,16.81,62.91,0.7,5.59,121.91,233.59
3/5/2014,0,23.2,52,2.7,212.51,17.53,63.76,0.71,5.62,122.25,233.95
3/6/2014,0,23.7,52,2,211.11,15.66,81.66,1.31,5.65,221.91,361.2
3/7/2014,0,23.3,48,4.7,207.9,11.85,74.72,0.77,5.7,184.61,289.36
3/8/2014,0,22.8,47,2,190.17,17.39,87.32,1.36,5.85,149.46,242.24
3/9/2014,0,23.7,44,2,203.61,29.67,100.32,1.55,5.71,132.05,261.43
3/10/2014,0,24.5,45,2.8,302.56,22.58,78.23,1.2,5.55,146.07,277.47
3/11/2014,0,24.6,45,2,333.64,27.62,78.54,1.6,6.9,97.4,133.23
3/12/2014,0,26.1,47,2,345.18,39.35,98.95,2.33,10.06,77.4,95.21
3/13/2014,0,27.1,52,2,355.45,25.94,62.6,2.38,7.77,104.23,111.47
3/14/2014,0,26.8,45,2,354.65,14.36,80.92,3.97,6.83,125.15,136.85
3/15/2014,0,25.9,40,3,351.1,18.06,79.88,2.19,6.21,103.42,169.1166667
3/16/2014,0,25.8,42,2.3,368.52,19.31,82.87,1.69,5.76,84.56,201.3833333
3/17/2014,0,26.5,44,2,332.56,35.72,99.24,1.85,5.05,97.24,233.65
3/18/2014,0,27.9,60,2,332.39,27.91,63.46,0.66,5.43,84.42,136.53
3/19/2014,0,28.3,64,2.5,559.13,15.25,39.12,0.72,5.59,80.28,118.5
3/20/2014,0,27.4,52,2,500.67,11.23,36.83,0.35,5.57,68.06,136.24
3/21/2014,0,27.1,50,2,469.51,6.12,81.33,1.55,17.77,98.28,136.14
3/22/2014,0,27.2,57,2,392.44,10.6,85.27,2.78,16.93,128.36,222.07
3/23/2014,10,26,58,2,418.27,10.72,79.59,4.2,14.21,128.2,124.31
3/24/2014,0,26.5,65,2.5,416.55,11.01,81.61,4.93,16.37,84.29,101.83
3/25/2014,0,27.1,66,2,370.21,6.37,81.66,5.56,19.92,107.4,110.93
3/26/2014,0,28.5,67,2,365.47,5.72,52.98,3.26,17.77,75.81,114.26
3/27/2014,0,30.2,65,2,371.09,7.64,42.91,4.48,19.15,64.67,103.61
3/28/2014,0,30.5,56,3,338.24,4.88,35.28,2.07,19.29,62.79,185.73
3/29/2014,0,31.5,42,2,287,6.31,43.12,2.37,18.83,72.82,152.36
3/30/2014,0,31.5,47,2.7,286.98,5.21,38.09,1.58,22.26,67.22,119.36
3/31/2014,0,31.6,51,2,271.84,5.91,55.84,0.96,16.2,67.55,105
4/1/2014,0,30.7,58,2,264.8,6.3,58.97,3.54,15.27,69.23,114.33
4/2/2014,0,30.9,54,2,326,5.27,44.99,3.72,14.88,63.68,103.67
4/3/2014,0,29.7,59,2,386.41,4.37,40.58,2.79,14.62,73.29,103.71
4/4/2014,54,25,69,2,386.9,4.32,33.13,1.21,15.44,52.8,112.19
4/5/2014,6,27.7,65,2,345.65,4.52,54.86,1.8,21.05,57.35,137.17
4/6/2014,0,27.9,70,2,342.45,4,56.2,0.99,29.34,61.49,138.46
4/7/2014,1,29.5,68,2.3,342.54,4.21,56.69,1.67,20.49,61.76,122.76
4/8/2014,0,29.9,71,2.7,334.87,3.7,45.55,1.66,18.24,60.4,106.27
4/9/2014,0,30.5,68,3.3,421.12,4.35,36.57,2.36,17.73,51.3,95.94
4/10/2014,0,29.6,60,2,464.27,2.65,31.31,1.5,19.25,42.62,80.47
4/11/2014,0,30.2,52,2,498.6,2.94,33.16,2.31,19.49,42.14,89.36
4/12/2014,0,30.8,50,2,502.45,5.21,42.4,1.87,19.8,46.58,87.98
4/13/2014,0,30.1,42,2,496.25,4,64.54,2.97,18.96,48.15,81.15
4/14/2014,0,29.7,50,3,498.38,4.11,67.03,1.49,23.83,68.18,105.13
4/15/2014,0,29.8,51,2,498.91,6.46,80.96,2.69,22.24,73.84,99.79
4/16/2014,0,31.6,49,2,470.49,4.48,76.24,0.63,20.56,78.45,104.77
4/17/2014,0,31.3,63,2,446.2,4.29,51.97,0.9,23.15,64.83,109.31
4/18/2014,0,32.2,58,2,466.52,5.35,49.14,0.97,20.72,61.16,108.3
4/19/2014,0,31.8,58,2,446.31,6.59,53.88,3.09,22.3,62.63,135.24
4/20/2014,0,32.6,51,2,472.94,2.07,40.84,1.89,24.4,50.22,66.66
4/21/2014,0,32,40,2,474.03,5.4,35.33,1.28,19.27,58.12,143.83
4/22/2014,0,32.4,37,2,452.51,4.22,48.6,2.45,17.32,50.09,100.47
4/23/2014,0,32.8,36,2,444.35,5.33,54.23,2.48,21.53,61.51,131.51
4/24/2014,0,34.4,38,2.3,445.33,5.14,56.1,1.72,26.6,72.71,140.99
4/25/2014,0,32.2,50,2.5,439.57,6.3,65.04,2.82,28.96,87.24,209.35
4/26/2014,0,31.5,58,2.3,447.89,4.9,58.93,3.34,26.02,69.15,122.44
4/27/2014,1,32.2,64,2,456.14,3.01,53.85,1.29,18.96,72.5,84.3
4/28/2014,0,29.4,68,2,459.26,2.55,45,1.67,26.99,45.37,77.61
4/29/2014,7,30.4,65,2,475.41,3.28,42.79,1.63,24.35,40.25,79.53
4/30/2014,11,31,65,2.3,476.9,8.1,50.57,2.11,18.91,44.51,83.94
5/1/2014,0,29.4,68,5.5,480.68,5.09,46.4,2.04,18.47,43.52,71.21
5/2/2014,15,29.5,64,4.5,486.01,4.17,41.54,1.96,13.5,37.1,63.97
5/3/2014,3,28.7,60,2,494.38,5.42,35.46,2.45,12.31,40.63,67.34
5/4/2014,0,30.3,61,2,470.72,3.22,42.92,2.13,17.64,36.91,51.64
5/5/2014,0,28.4,72,2,458.4,4.25,38.61,1.22,15.38,34.26,44.52
5/6/2014,0,31.3,60,2,468.94,2.54,39.57,1.72,16.4,45.59,44.03
5/7/2014,0,27.7,78,2.5,463.94,2.87,53.69,1.11,11.76,50.39,52.44
5/8/2014,22,30.6,68,2,432,3.21,52.45,1.13,19.91,44.19,41.74
5/9/2014,0,32.3,65,3,458.8,3.19,54.27,1.82,16.68,54.26,57.33
5/10/2014,0,31.6,65,2,465.93,2.93,45.25,1.04,11.45,35.78,45.91
5/11/2014,1,28.7,76,3,437.96,3.63,57.87,3.05,14.02,41.06,47.41
5/12/2014,3,31.4,69,3.7,427.73,2.37,63.66,3.84,18.86,65.22,69.66
5/13/2014,0,31.1,69,3.3,395.84,3.3,50.82,1.1,15.98,56.98,71.26
5/14/2014,15,30.9,61,2.5,441.47,5.95,25.64,0.24,5.69,40.48,123.97
5/15/2014,0,30.6,63,2.3,470.99,3.82,21.31,0.5,5.36,35.9,143.74
5/16/2014,0,31.9,61,2,246.15,4.28,36.7,1.35,6.73,26.48,156.47
5/17/2014,0,31.8,65,2,267.55,3.47,54.99,1.14,7.26,78.79,124.1
5/18/2014,0,32.3,64,2,281.54,3.31,58.55,3.76,8.5,75.84,141.95
5/19/2014,0,32.2,67,3.7,393.75,1.4,49.04,1.95,6,90.05,102.69
5/20/2014,0,32.1,66,3,333.11,2.92,32.68,1.39,6.2,121.28,235.13
5/21/2014,0,31.9,64,2.2,372.41,3.29,39.63,1.42,24.43,38.07,69.19
5/22/2014,0,32.3,64,2,372.95,2.65,39.57,1.82,15.17,36.83,69.7
5/23/2014,0,33.1,62,2.5,373.59,1.71,36.69,1.58,13.87,42.98,57.6
5/24/2014,0,28.4,75,3,322.76,2.23,54.05,3.28,13.4,36.47,49.2
5/25/2014,34,27.5,82,3,256.98,2.67,52.76,1.5,5.71,69.73,105.77
5/26/2014,20,29.3,75,2,285.51,2.99,45.92,1.94,5.84,47.6,65.77
5/27/2014,0,28.5,82,2,281.36,4.18,44.46,2.58,6.17,41.27,72.61
5/28/2014,10,27.9,83,4.5,279.43,2.42,31.06,1.36,6.28,76.81,152.92
5/29/2014,18,30.4,65,4,365.23,2.32,24.8,0.79,6.89,29.1,32.29
5/30/2014,0,27.6,76,6,433,2.68,38.77,1.24,6.55,27.08,42.91
5/31/2014,6,26.9,85,2,421.62,2.79,43.28,1.63,6.09,25.83,51.49
6/1/2014,5,27.4,81,2,425.43,2.59,37.31,1.39,6.94,57.81,40.53
6/2/2014,24,27,89,2,425.71,2.99,42.01,1.58,6.21,47.09,102.04
6/3/2014,52,29.2,79,2.5,433.77,2.55,27.8,1.48,6.6,39.91,112.25
6/4/2014,15,30.7,74,2,428.87,2.8,23.51,2.18,6.78,46.88,38.83
6/5/2014,0,31.7,71,2,420.02,3.43,24.24,4.06,6.01,31.81,38.68
6/6/2014,0,31.7,68,2,430.31,2.7,23.27,3.36,6.77,25.93,30.79
6/7/2014,0,31.7,68,2,434.33,2.29,23.46,3.29,6.73,23.23,90.45
6/8/2014,0,32,66,2,435.93,2.56,23.4,0.47,6.43,71.76,92.31
6/9/2014,0,32,68,2.2,434.1,2.75,20.44,1.15,6.46,30.58,32.85
6/10/2014,0,31.3,73,2.3,431.46,2.3,30.1,1.04,6.89,60.46,86.92
6/11/2014,0,27.8,79,2,427.96,2.35,43.84,1.18,7.68,27.86,46.31
6/12/2014,22,32.3,73,2,461.97,2.8,35.43,1.38,7.28,21.89,38.44
6/13/2014,0,30,75,2.3,450.29,2.98,41.1,1.93,7.43,20.85,105.08
6/14/2014,12,32.2,67,2,480.49,2.58,34.03,1.5,8.31,28.72,42.36
6/15/2014,0,31,70,2,432.02,2.64,39.9,0.83,7.68,23.61,40.6
6/16/2014,21,31.3,71,2,481.11,3.89,50.54,2.01,6.72,30.77,50.29
6/17/2014,0,28.4,88,2,471.12,3.33,53.38,0.82,6.71,40.74,57.46
6/18/2014,15,29.3,80,2,466.73,3.12,43.59,1.65,6.21,27.71,56.03
6/19/2014,0,28.4,85,2,463.04,3.59,39.53,1.2,6.31,28.41,24.93
6/20/2014,32,27.7,86,2,451.72,3.71,33.49,1.59,7.66,30.07,23.91
6/21/2014,13,27.3,89,2.5,448.17,3.24,28.24,1.18,7.6,25.69,23.78
6/22/2014,25,27.4,92,2.8,448.19,2.8,26.39,0.89,8.43,18.43,31.33
6/23/2014,14,26,91,2.5,436.02,3.1,42.97,1.51,7.21,34.41,27.66
6/24/2014,40,27.5,79,2,438.08,3.03,46.46,1.52,6.64,29.45,30.61
6/25/2014,19,30,77,2,444.96,3.1,46.03,1.35,6.61,19.93,34.68
6/26/2014,0,29.2,81,2,436.56,2.36,37.78,1.27,7.46,23.28,38.65
6/27/2014,1,28.8,80,3,437.05,2.62,36.61,1.17,7.91,27.68,41.05
6/28/2014,9,29.2,79,2.3,440.67,2.88,40.89,1.26,7.47,38.73,46.89
6/29/2014,13,28.6,85,2,442.33,1.46,66.4,1.54,7.46,40.22,36.35
6/30/2014,10,29.6,76,2,452.85,0.59,39.98,1.35,7.74,34.16,46.1
7/1/2014,0,29.6,74,3.2,479.32,2.81,37.7,1.09,7.27,38.7,28.93
7/2/2014,0,29.1,78,2.3,478.43,2.88,42.84,3.65,7,34.39,31.91
7/3/2014,1,28,86,2.3,473.04,2.49,44.65,2.06,6.82,30.99,44.07
7/4/2014,4,28.2,83,2.3,477.71,2.03,38.03,0.78,7.03,44.42,31.48
7/5/2014,5,26.9,90,2,461.37,3.03,37.72,0.7,7.65,62.61,25.95
7/6/2014,69,29.5,82,2,428.07,2.8,29.37,2.13,6.61,63.13,23.7
7/7/2014,3,30.6,75,2.7,336.16,3.27,23.73,1.65,6.89,42.78,20.57
7/8/2014,0,29.7,79,2,335.27,3.01,27.59,1.95,6.29,22.52,29.3
7/9/2014,37,30.8,74,2,355.89,2.27,25.74,0.51,6.97,25.43,21.89
7/10/2014,0,31,75,3,349.5,2.62,27.58,0.72,6.83,40.16,53.03
7/11/2014,2,30.6,72,2,494.09,0.67,32.16,0.92,8.23,45.68,57.67
7/12/2014,4,31.8,67,2,498.54,1.13,26.92,0.74,8.49,38.02,46.87
7/13/2014,0,31.3,71,2.6,354.33,2.03,34,1.75,6.41,32.9,66.43
7/14/2014,1,30.6,72,2.1,494.65,0.73,32.45,1.05,7.54,46.41,59.27
7/15/2014,0,29.1,77,2.8,352.6,4.34,35.78,1.37,6.39,22.68,36.35
7/16/2014,5,28.1,84,2.6,489.05,0.89,31.8,1.1,6.67,35.6,52.03
7/17/2014,8,29.3,79,2,351.28,2.97,42.48,1.72,5.82,22.06,31.41
7/18/2014,6,29.8,78,2,348.64,3.32,36.65,0.77,5.89,19.75,27.16
7/19/2014,3,29.8,77,2.2,352.75,3.85,37.64,1.52,6.07,15.35,37.65
7/20/2014,0,29.3,75,3.8,350.19,2.78,34.89,1.01,6.36,30.21,32.43
7/21/2014,4,27.3,86,2.8,324.3,3.56,31.42,0.95,5.88,29.09,23.85
7/22/2014,9,28.1,82,2,332.97,3.22,41.15,1.88,5.74,18.2,35.11
7/23/2014,8,29.2,75,2,343.24,2.74,40.75,2.63,6.1,18.66,46.61
7/24/2014,2,29.3,76,2,340.27,2.57,38.64,1.95,6.25,21.84,29.16
7/25/2014,0,30.7,71,2.3,347.91,2.29,33.52,1.38,6.48,23.25,35.29
7/26/2014,0,31.1,70,2,354.11,2.59,27.06,1.06,7.36,33.16,34.49
7/27/2014,11,28.4,81,2,393.41,3.14,35.9,1.82,6.16,12.63,26.27
7/28/2014,23,28.9,78,2,358.05,3.06,37.42,0.66,6.01,38.24,38.69
7/29/2014,3,29.3,77,2.4,429.26,3.2,27.9,0.73,6.02,22.65,44.72
7/30/2014,2,30.3,73,2,495.55,2.51,27.09,0.7,6.12,21.39,50.69
7/31/2014,2,29.9,76,2,492.9,2.79,30.13,0.72,6.16,22.5,51.01
8/1/2014,1,30.5,75,2,462.85,7.39,50.34,0.53,10.1,13.835,60.75
8/2/2014,1,30.4,73,2.5,443.62,3.74,40.87,1.15,7.5,5.17,62.27
8/3/2014,0,28.9,80,2.8,461.74,3.01,50,1.14,8.44,5.7,58.70375
8/4/2014,5,28.5,82,2.4,484.47,3.66,51.79,1.5,8.69,5.94,55.1375
8/5/2014,20,29.2,81,2.3,497.36,1.45,41.48,1.31,9.33,5.98,51.57125
8/6/2014,11,28.5,83,2,458.42,2.04,44.75,1.33,8.01,6.17,48.005
8/7/2014,23,29.4,81,2.3,467.04,2.4,48.89,1.37,8.38,5.34,44.43875
8/8/2014,1,29.5,73,2,461.32,2.15,36.82,1.45,8.41,5.91,40.8725
8/9/2014,0,29.7,74,2.8,486.8,2.47,36.38,1.1,8.15,5.92,37.30625
8/10/2014,0,29.7,77,2.2,436.24,2.52,28.24,1.61,7.55,5.69,33.74
8/11/2014,0,29.8,79,2,402.41,2.09,38.24,1.37,7.99,5.92,30.17375
8/12/2014,2,29.6,82,2.5,415.07,3.28,47.93,1.36,7.51,21.55,26.6075
8/13/2014,23,27.4,90,3,439.42,5.56,30.7,2.09,7.46,10.24,23.04125
