Date,Rainfall,Temp,Humidity,Wind Speed,Solar Rad,SO2,NO2,CO,O3,PM2.5,PM10
6/16/2015,8,28.4,80,2,474.89,0.47,50.54,1.42,5.29,46.21,67.97
6/17/2015,20,29.3,78,2.7,484.44,0.45,53.38,1.79,4.55,64.24,96.89
6/18/2015,0,29.3,76,2,495.31,1.62,43.59,1.01,4.58,41.06,58.97
6/19/2015,1,31,69,2,512.45,1.12,39.53,2.44,5.54,43.56,36.12
6/20/2015,0,30.7,67,2.4,514.17,1.15,33.49,1.17,5.18,41.37,36.92
6/21/2015,0,29.8,72,3,503.36,1.01,28.24,0.76,5,38.81,30.3
6/22/2015,3,27.6,87,3.2,479.41,1.12,26.39,0.73,4.84,21.37,30.36
6/23/2015,19,28.1,85,2,482.2,0.91,42.97,2.44,4.75,29.1,28.55
6/24/2015,3,28.2,86,2,481.39,1,46.46,1.5,5.56,29.45,31.45
6/25/2015,9,27,91,2,474.93,1.43,46.03,3.19,4.91,19.93,36.13
6/26/2015,83,26.7,92,2.7,468.33,0.96,37.78,2.22,4.88,23.28,38.95
6/27/2015,67,26.5,89,2.2,461.72,0.93,36.61,1.68,5.54,27.68,46.11
6/28/2015,26,27.5,84,2,473.28,1.14,40.89,1.29,4.89,38.73,45.8
6/29/2015,0,29.3,74,2,492.5,0.77,66.4,1.61,4.69,40.22,43.02
6/30/2015,0,29.5,74,2,493.15,0.59,39.98,1.35,5.29,34.16,48.95
7/1/2015,0,29.4,75,2,494.33,0.63,37.7,0.94,5,38.7,36.89
7/2/2015,4,29.2,76,2.5,490.98,0.76,42.84,1.25,4.89,34.39,44.48
7/3/2015,0,29.7,76,2.3,492.53,0.86,44.65,1.14,4.76,30.99,41.27
7/4/2015,0,30.7,75,2,509.25,0.59,38.03,2.94,6.02,44.42,31.76
7/5/2015,5,28.9,83,2,491.73,1.2,37.72,1.67,5.46,62.61,21.77
7/6/2015,1,30.7,75,2,505.27,1.1,29.37,0.92,5.16,63.13,18.72
7/7/2015,0,29.8,78,2,504.78,0.86,23.73,1.06,5.07,42.78,21.67
7/8/2015,29,28.4,83,2.5,484.16,1.08,27.59,0.84,5.04,22.52,27.78
7/9/2015,36,26.6,90,2.5,464.08,0.79,25.74,1.29,5.03,25.43,19.57
7/10/2015,40,27.1,90,3,470.88,0.71,27.58,0.81,4.73,40.16,36.83
7/11/2015,38,30.3,77,2,493.21,0.67,32.16,1.04,4.73,45.68,39.73
7/12/2015,0,30.2,76,3,499.08,1.13,26.92,1.07,5.26,38.02,36.34
7/13/2015,0,31.5,75,2,508.91,0.92,34,1.12,5.08,38.69,44.16
7/14/2015,0,31.1,77,2.5,510.13,0.73,32.45,1.29,5.6,46.41,48.15
7/15/2015,13,27.2,90,0,474.58,1.27,35.78,1.67,4.96,29.24,37.27
7/16/2015,63,28.2,84,0,480.73,0.89,31.8,1.47,4.77,35.6,44.5
7/17/2015,14,27.3,87,2,472.21,1.53,42.48,1.58,4.9,22.06,24.35
7/18/2015,50,26.8,90,0,464.81,0.25,36.65,1.41,5.05,19.75,27.16
7/19/2015,90,26.1,92,2,456.42,0.41,37.64,1.43,5.11,15.35,23.36
7/20/2015,33,26.7,91,2,464.09,0.35,34.89,1.45,4.97,19.23,20.8
7/21/2015,44,28,88,2,364.33,0.4,31.42,1.4,4.87,20.33,40.66
7/22/2015,4,27.6,85,2,316.75,0.31,41.15,1.03,4.8,21.71,69.98
7/23/2015,2,29,79,2.5,350.9,0.56,40.75,1.05,4.91,18.66,46.61
7/24/2015,12,27.3,91,2,299.23,0.61,38.64,1.44,4.75,21.84,45.02
7/25/2015,72,26.9,87,2,285.76,0.84,33.52,1.57,4.79,23.25,35.29
7/26/2015,1,27,76,3,286.18,0.6,27.06,1.77,4.83,13.38,34.49
7/27/2015,27,26,86,3.5,275.23,1.2,35.9,2.43,4.88,12.63,26.27
7/28/2015,19,28,79,2.7,283.72,0.94,37.42,2.2,4.88,17.52,38.69
7/29/2015,13,31,67,2.8,406.3,4.05,27.9,0.83,3.55,14.41,47.83
7/30/2015,0,30,66,4,435.65,3.02,27.09,1.09,3.63,13.81,106.76
7/31/2015,13,25.2,93,4.5,432.16,4.64,30.13,1.29,3.7,22.5,62.7
8/1/2015,74,26.6,88,2.6,462.85,7.39,50.34,0.53,10.1,13.835,60.75
8/2/2015,46,27.8,84,2.6,410.57,3.77,40.87,1.76,4.84,5.17,62.27
8/3/2015,21,29,79,2,425.7,0.46,50,1.52,6.49,5.7,44.68666667
8/4/2015,10,29.8,77,3,413.11,0.82,51.79,1.91,7.36,5.94,27.10333333
8/5/2015,0,30.5,73,2,417.16,0.92,41.48,2,8.97,5.98,9.52
8/6/2015,0,30.4,75,0,414.25,0.96,44.75,2.16,6.57,6.17,9.188461538
8/7/2015,0,29.4,83,0,430.06,0.83,48.89,2.23,7.38,5.34,8.856923077
8/8/2015,2,30.1,75,2,440.29,1.15,36.82,2.09,7.53,5.91,8.525384615
8/9/2015,0,30.7,72,0,440.83,0.47,36.38,1.27,7.04,5.92,8.193846154
8/10/2015,0,30.7,72,2,370.72,0.66,28.24,2.42,6.13,5.69,7.862307692
8/11/2015,0,30.6,73,2,306.52,1.47,38.24,2.06,6.99,5.92,7.530769231
8/12/2015,0,30.1,74,2,303.6,0.39,47.93,2.15,5.92,6.4,7.199230769
8/13/2015,1,29.5,79,2,387.58,0.65,30.7,2.91,6.05,6.27,6.867692308
8/14/2015,6,28.8,85,2,420.13,1.08,33.51,2.58,5.86,6.6,6.536153846
8/15/2015,10,29.7,76,2.5,415.61,1.18,38.94,2.09,6.7,5.92,6.204615385
8/16/2015,0,29.2,79,4,411,0.83,41.63,1.87,7.05,6.26,5.873076923
8/17/2015,23,29.4,79,4.3,414.21,0.74,41.97,1.9,7.29,6.4,5.541538462
8/18/2015,4,28.9,84,5.7,408.79,0.29,38.7,1.69,6.85,5.65,5.21
8/19/2015,7,28.7,85,2,271.48,2.17,3.41,3.49,6.76,88.15,7.07
8/20/2015,38,27.1,90,2.5,281.34,6.23,3.49,3.36,8.43,16.78,21.01
8/21/2015,88,27.4,89,1,297.72,1.33,25.78,0.97,4.05,30.45,34.95
8/22/2015,8,29.2,82,2,300.44,9.54,50.44,1.1,1.64,31.01,48.89
8/23/2015,0,28.9,82,2,315.46,3.88,36.8,2.08,1.47,41.94,60.58
8/24/2015,7,29.7,79,2,323.74,4.09,28.09,1.83,1.92,45.38,69.33
8/25/2015,0,30.1,77,2,324.85,5.69,27.88,0.67,1.42,49.22,84.62
8/26/2015,0,29.9,74,3,436.39,1.83,35.32,0.8,1.41,45.73,74.31
8/27/2015,0,29.5,73,2.3,446.2,2.32,43.77,0.48,1.36,34.12,69.75
8/28/2015,2,29,79,6.5,441.97,2.59,17.76,0.44,1.26,29.28,46.32
8/29/2015,7,29,81,2,433.32,3.89,15.29,0.64,1.27,33.87,34.44
8/30/2015,3,29.1,84,2,434.39,5.58,15.78,0.9,1.45,40.91,48.45
8/31/2015,38,28,89,2,427.93,5.11,14.59,1.05,1.39,34.14,34.74
9/1/2015,25,27,89,2,422.37,4.04,16.95,1.54,1.44,36.41,40.13
9/2/2015,64,26.7,90,0,414.81,3.83,16.98,0.47,1.41,32.97,36.33
9/3/2015,36,27.7,80,2.5,424.84,7.74,14.3,1.18,1.53,48.4,62.69
9/4/2015,5,27.5,82,0,428.82,5.77,10.77,1.19,1.87,62.36,67.01
9/5/2015,0,27.9,85,3,439.86,7.28,10.7,1.22,2.04,60.12,95.23
9/6/2015,5,29.3,81,3,462.6,7.44,11.6,1.5,1.79,80.84,140.47
9/7/2015,5,28.9,77,2.3,477.21,4.45,10.98,1.16,1.4,62.88,112.43
9/8/2015,10,30,79,0,505.84,2.58,12.05,0.99,1.25,63.14,120.17
9/9/2015,0,30.5,79,0,530.11,2.74,10.68,1.24,1.44,71.79,126.14
9/10/2015,2,29.9,81,0,530.75,5.69,18.3,2.84,2.24,96.78,153.23
9/11/2015,4,29.3,81,0,528.33,6.97,12.38,1.29,1.53,57.6,100.16
9/12/2015,9,30.6,70,0,543.24,4.29,13,1.53,1.25,52.2,93.56
9/13/2015,0,29.5,83,2,544.29,7.33,19.75,2.62,1.75,62.91,108.13
9/14/2015,24,30.1,70,2,558.92,7.09,15.49,1.05,1.13,39.82,72.77
9/15/2015,0,30,70,2.5,558.88,4.11,14.23,1.09,1.15,36.83,79.33
9/16/2015,0,30.4,72,2.3,560.51,4.05,14.84,1.05,1.08,36.79,72.35
9/17/2015,0,30.5,77,0,567.75,5.08,15.85,2.2,1.64,49.2,104.65
9/18/2015,0,30.8,74,2,528.24,3.57,16.06,1.34,1.44,59.36,212.03
9/19/2015,0,27.5,86,5,378.75,5.16,13.71,1.37,1.41,28.48,23.82
9/20/2015,18,26.4,90,4,352.14,4.04,13.13,1.16,1.12,39.59,14.61
9/21/2015,60,27.9,86,3.3,426.17,5.64,12.13,0.89,1.01,25.69,13.56
9/22/2015,16,27.7,87,2,490.62,1.9,10.72,0.89,0.88,58,17.47
9/23/2015,17,26.9,90,2,492.97,2.35,9.1,0.77,0.96,28.78,14.18
9/24/2015,46,28.3,85,2,520.97,1.61,8.23,1.01,1.15,41.32,12.91
9/25/2015,0,29,72,2,557.49,1.81,10.35,1.45,1.15,48.49,30.03
9/26/2015,0,29,67,0,574.05,2.76,24.22,3.16,1.43,73.41,53.62
9/27/2015,0,29.1,66,0,575.42,4.19,24.92,2.65,1.51,76.36,48.74
9/28/2015,0,29.7,68,2,577.59,2.52,23.71,1.84,1.32,76.43,44.48
9/29/2015,0,30.4,69,0,522.2,3.72,25.96,3.54,1.44,67.96,35.42
9/30/2015,0,31.2,68,2,596.07,4.65,25.31,2.23,1.59,67.02,30.55
10/1/2015,0,31,68,3,558.76,2.58,26.3,3.29,1.65,74.4,33.08
10/2/2015,0,30.8,68,1.8,545.77,4.58,18.49,2.76,2.29,76.65,30.52
10/3/2015,0,28.9,79,0,466.06,2.94,17.61,3.21,1.94,54.3,42.31
10/4/2015,2,30.1,70,3,435.21,1.07,24.45,1.75,1.3,57.57,20.92
10/5/2015,0,29.5,77,3,490.82,0.52,23.03,1.64,1.13,68.41,34.31
10/6/2015,10,29.4,76,0,599.23,1.48,17.04,1.73,1.3,48.98,28.74
10/7/2015,0,29,76,2,598.22,0.69,16.35,1.4,1.01,41.41,28.9
10/8/2015,9,26.2,87,2,560.13,0.28,11.86,1.02,1.09,37.2,29.77
10/9/2015,1,28.7,77,0,578.99,0.46,12.8,2.53,1.78,36.32,26.5
10/10/2015,0,28.2,74,3,574.71,0.22,17.01,1.27,1.2,40.17,38.96
10/11/2015,2,27.9,76,2,578.26,0.21,18.23,2.52,1.44,50.7,43.04
10/12/2015,0,25.9,82,4,565.21,0.18,18.05,2.03,0.92,46.34,32.29
10/13/2015,18,25.5,87,2,556.83,0.22,18.11,2.69,1.06,58.73,32.03
10/14/2015,9,26.4,77,2.7,564.44,0.22,16.66,1.65,1.19,40.87,37.58
10/15/2015,0,26.5,80,1.5,573,0.21,18.14,2.41,1.19,56.08,34.56
10/16/2015,0,27.9,72,0,582.08,2.8,19.27,2.67,1.46,52.41,37.22
10/17/2015,0,27.7,75,2,581.87,3.07,28.29,3.71,1.73,67.69,47.31
10/18/2015,0,28.3,68,2,581.51,2.51,25.02,2.48,1.37,61.28,43.67
10/19/2015,0,28.3,68,0,591.21,4.75,26.73,2.25,1.26,64.57,58.01
10/20/2015,0,27.9,71,3,490.99,2.56,27.16,2.76,1.2,66.41,49.59
10/21/2015,0,27.6,75,2,469.56,2.8,30.19,3.83,1.57,97.39,48.8
10/22/2015,0,27.8,75,0,469.55,4.14,35.4,2.87,1.59,123.96,58.99
10/23/2015,0,27.4,76,2,462.56,2.49,29.93,2.02,2.28,106.04,64.93
10/24/2015,0,26.8,70,2,460.14,4.43,34.69,1.79,1.7,104.83,77.99
10/25/2015,0,26.3,64,2,319.75,2.79,42.64,4.73,2.6,107.34,91.58
10/26/2015,0,26.6,63,2,300.64,2.93,41.49,3.82,1.88,104.71,96.18
10/27/2015,0,26,64,0,392.92,3.5,45.36,3.95,2.19,98.61,92.89
10/28/2015,0,25.9,68,0,353.75,3.98,37.5,2.53,2.24,73.07,103.09
10/29/2015,0,26.3,68,2,398.17,3.29,34.2,2.04,1.8,68.35,67.53
10/30/2015,0,27.2,68,2,428.52,6.57,30.05,1.57,2.27,57.42,103.65
10/31/2015,0,25.8,73,2,416.07,4.29,21.28,1.86,1.51,53.1,114.29
11/1/2015,0,24.8,77,2,396.56,6.12,15.82,1.47,0.81,43.66,108.9
11/2/2015,0,25.8,73,3,453.18,12.54,36.99,2.14,14.57,54.39,58.99
11/3/2015,0,26.4,74,2,440.1,21.01,42.5,3.34,2.23,65.12,157.2
11/4/2015,0,26.8,70,2,434.13,4.61,36.44,2.89,2.12,78.2,146.7
11/5/2015,0,26.1,75,2,432.68,4.61,29.57,2.37,2.03,69.05,137.07
11/6/2015,0,26.3,70,0,434.75,6.01,35.39,2.33,1.38,103.59,130.18
11/7/2015,0,25.2,72,0,430.96,4.66,36.04,2.46,1.6,95.16,157.1
11/8/2015,0,25.2,61,3,425.86,3.73,35.11,2.19,1.17,90,165.87
11/9/2015,0,24.3,64,2,415.3,6.28,29.56,2.51,1.8,95.67,194.99
11/10/2015,0,24.8,66,2,422.5,5.97,34.25,2.11,1.75,80.94,219.33
11/11/2015,0,24.8,66,2,422.48,2.58,36.88,2.79,1.85,132.79,280.39
11/12/2015,0,24.8,68,0,422.71,4.99,37.85,4.09,1.59,92.97,230.35
11/13/2015,0,24.3,67,3,421.98,5.71,38.9,5.07,2.39,89.56,202.91
11/14/2015,0,24.9,67,3,383.57,8.7,39.79,3.76,2.19,123.3,238.27
11/15/2015,0,24.5,73,0,446.62,0.22,44.06,5.22,2.26,181.24,232.36
11/16/2015,0,24.9,74,0,451.77,5.04,34.25,2.15,2.34,141.09,388.24
11/17/2015,0,24.7,77,0,443.98,111.55,28.95,2.35,1.68,186.21,352.99
11/18/2015,0,24.3,80,0,443.36,29.52,31.13,2.51,1.13,191.54,339.54
11/19/2015,0,23.7,77,2,440.08,39.55,30.36,2.4,1.07,129.48,375.78
11/20/2015,0,24.3,67,3,449.06,85.84,31.02,2.06,1.26,87.72,448.69
11/21/2015,0,24.4,63,2,453.09,47.57,33.21,2.24,1.15,75.67,478.65
11/22/2015,0,24.1,64,0,447.59,45.5,41.27,4.95,2.88,90.52,532.49
11/23/2015,0,23.4,66,3,442.67,37.9,31.54,2.85,2.38,69.78,471.83
11/24/2015,0,23.3,64,2,441.35,40.19,36.95,2.58,1.61,89.96,545.02
11/25/2015,0,22.9,67,0,437.39,39.33,41.38,4,1.84,107.54,591.51
11/26/2015,0,22.5,69,2,430.85,54.91,35.58,3,1.8,84.54,572.47
11/27/2015,0,22.2,71,0,426.62,31.57,46.02,4.3,1.88,122.88,556.23
11/28/2015,0,22.9,73,0,428.96,67.09,40.07,3.77,2.34,159.64,461.4675
11/29/2015,0,23.3,69,0,436.9,34.45,39.56,4.27,1.74,120.54,366.705
11/30/2015,0,24,66,2,327.93,47.61,36.12,3.73,2.21,127.57,271.9425
12/1/2015,0,24.6,68,2,294.35,60.05,43.67,4,2.12,176.25,177.18
12/2/2015,0,24.1,73,0,295.78,20.94,34.04,2.13,1.52,194.92,177.0485714
12/3/2015,0,24.4,72,2,288.44,7.62,31.2,2.46,1.27,197.49,176.9171429
12/4/2015,0,22.8,80,0,278.1,15.77,26.99,2.01,1.46,118.83,176.7857143
12/5/2015,0,22.6,68,2.5,280.65,27.16,34.86,2.4,1.56,89.3,176.6542857
12/6/2015,0,23,70,2,269.57,14.07,41.2,2.52,1.21,130.15,176.5228571
12/7/2015,0,22.1,76,0,284.35,44.23,34.99,2.06,1.73,191.73,176.3914286
12/8/2015,0,21.7,78,0,278.28,18.53,51.33,2.86,1.18,166.48,176.26
12/9/2015,0,22,67,0,277.8,21.1,35.65,2.35,1.11,112.94,176.1285714
12/10/2015,0,21.9,70,2,275.32,25.15,33.68,2.78,2.05,124.62,175.9971429
12/11/2015,0,22.2,80,2,278.2,33.23,29.41,1.51,3.01,165.27,175.8657143
12/12/2015,0,23.8,79,2,277.35,17.6,27.97,2.17,2.26,141.36,175.7342857
12/13/2015,0,23.1,75,2.5,284.3,12.09,30.72,1.71,1.78,114.84,175.6028571
12/14/2015,0,20.8,77,2,264.3,9.04,38.26,1.89,0.9,150.09,175.4714286
12/15/2015,0,19.6,63,2.5,251,12.43,40.58,2.1,1.06,150.02,175.34
12/16/2015,0,18.6,55,2,238.06,11.03,39.79,1.2,2.53,173.25,192.368
12/17/2015,0,18.2,61,0,239.32,18.17,45.43,2.24,2,164.4,209.396
12/18/2015,0,17.5,75,2,236.49,18.43,39.89,2.06,1.97,181.07,226.424
12/19/2015,1,17.9,71,2,236.95,17.18,38.39,3.5,1.52,165.34,243.452
12/20/2015,0,17.4,67,2,235.28,12.59,37.81,0.89,2.23,180.07,260.48
12/21/2015,0,17.5,67,2,239.28,14.82,46.7,2.93,1.43,167.2,361.7
12/22/2015,0,18.4,64,0,247.23,15.39,42.2,1.72,1.62,132.63,375.6645455
12/23/2015,0,18.3,61,0,248.48,18.84,41.8,1.74,1.26,118.6,389.6290909
12/24/2015,0,19.1,59,3,247.81,15.7,38.89,2.12,0.96,128.5,403.5936364
12/25/2015,0,18.3,55,2.3,241.27,11.46,30.29,1.33,0.83,123.59,417.5581818
12/26/2015,0,18.4,55,2.3,242.37,13.58,0.14,1.57,1.38,125.75,431.5227273
12/27/2015,0,18.8,59,2,240.22,22.95,0.13,2.06,2.04,138.59,445.4872727
12/28/2015,0,18.7,64,2,246.05,22.38,85.09,2.52,2.1,150.06,459.4518182
12/29/2015,0,19.1,69,0,251.96,25.81,97.28,2.48,2.14,176.07,473.4163636
12/30/2015,0,19.2,74,0,254.3,22.56,124.16,3.02,1.66,227.85,487.3809091
12/31/2015,0,19.7,73,0,254.29,24.59,132.68,2.19,1.23,171.08,501.3454545
1/1/2016,0,19.8,73,2,257.4,14.57,1.4,3.31,1.28,209.19,515.31
1/2/2016,0,20.1,70,5,256.87,14.55,130.79,2.07,1.25,145.1,473.83
1/3/2016,0,19.7,70,2,253.2,18.52,122.56,2,1.38,135.1,462.5
1/4/2016,0,20.8,64,2,256.26,20.31,95.04,1.87,1.28,135.63,402.0825
1/5/2016,0,20.3,63,2,249.42,12.51,80.09,2.02,1.14,124.8,341.665
1/6/2016,0,20.1,64,2,248.58,10.02,4.07,1.82,1.1,131.05,281.2475
1/7/2016,0,19.9,68,2,250.43,16.05,0.36,2.08,1.03,125.75,220.83
1/8/2016,0,20.4,71,2,252.05,22.49,0.19,2.1,1.47,195.65,271.03
1/9/2016,0,20.5,85,2,246.76,10.74,0.17,2.18,1.76,147.57,263.36
1/10/2016,0,19.3,78,2,243.97,8.56,1.07,1.82,0.85,174.55,416.27
1/11/2016,0,19.1,56,2,241.56,7.73,77.38,1.36,1.33,139.75,312.39
1/12/2016,0,18.6,64,5,236.8,5.91,103.99,1.6,1.37,122.38,276.26
1/13/2016,0,18.5,71,2,238.11,21.49,0.07,1.8,1.35,150.19,292.34
1/14/2016,0,19,70,0,245.5,28.24,0.49,2.43,1.07,153.95,361.72
1/15/2016,0,19.1,70,2,249.64,13.58,0.64,3.57,1.08,224.97,322.05
1/16/2016,0,19.7,66,2,251.97,7.56,0.97,1.03,1.08,156.33,206.07
1/17/2016,0,19.5,59,2,248.65,8.92,0.06,2.39,0.83,180.26,278.38
1/18/2016,0,19.8,61,2,248.04,10.83,0.05,2.19,0.76,155.58,120.56
1/19/2016,0,20,70,2,258.13,8.42,0.44,2.5,0.81,163.24,227.72
1/20/2016,0,18.3,78,2.3,253.39,9.37,0.22,1.67,0.71,130.57,204.03
1/21/2016,3,18.2,78,2.7,292.06,9.16,121.57,1.72,0.81,95.92,185.81
1/22/2016,0,16.2,78,5.8,386.91,8.72,124.77,3.77,4.65,113.49,203.26
1/23/2016,0,16.1,74,5,409.63,6.17,96.19,3.76,5.07,148.67,240.79
1/24/2016,0,16.1,68,2,408.55,5.53,115.83,4.04,5.37,147.9,205.45
1/25/2016,0,16.1,62,2,413.46,5.2,119.78,2.57,5.59,98.22,215.33
1/26/2016,0,15.6,65,2,415.93,7.17,122.85,2.17,5.81,132.85,189.92
1/27/2016,0,18.4,58,0,415.37,10.59,147.39,3.1,5.33,177.19,300.42
1/28/2016,0,19.2,64,2,408.78,14.4,0.06,2.69,0.83,161.4,241.24
1/29/2016,0,19.2,66,2,393.25,8.88,0.09,2.44,0.8,149.12,181.9
1/30/2016,0,18.9,69,3,387.29,11.5,93.92,2.93,0.74,164.41,259.99
1/31/2016,0,20.8,82,2,402.97,11.79,99.64,2.16,0.64,211.97,262.92
2/1/2016,0,21.3,76,2,411.94,5.84,0.12,3.64,0.53,108.34,267.65
2/2/2016,0,21.4,74,3,414.4,16.94,84.5,2.08,0.64,140.41,223.51
2/3/2016,0,22.1,60,2.5,419.6,5.24,0.08,2.46,0.67,159.28,223.61
2/4/2016,0,21.1,49,2.3,409.21,4.28,98.21,2.68,0.57,118.4,264.7
2/5/2016,0,19.9,54,5,405.87,12.8,0.56,2.52,0.52,124.57,283.16
2/6/2016,0,19.9,56,2,403.5,22.77,0.12,6.37,0.73,163.89,351.18
2/7/2016,0,21.2,60,0,411.71,18.92,70.18,2.71,0.58,167.73,257.07
2/8/2016,0,22.4,62,2,423.67,10.98,0.3,4.88,0.73,230.15,199.93
2/9/2016,1,23.4,71,2,420.86,6.94,0.72,1.71,0.66,135.58,182.97
2/10/2016,0,22,72,2,418.93,8.68,94.95,1.96,0.65,135.34,333.6
2/11/2016,0,23.1,74,2,416.76,23.06,0.28,2.39,0.62,126.28,287.06
2/12/2016,4,23.9,77,2,427.07,11.61,81.53,2.4,0.65,146.46,204.58
2/13/2016,0,22.8,62,2,423.94,7.05,87.7,2.73,0.59,138.65,163.4
2/14/2016,0,23.7,66,0,431.49,21.32,0.06,2.11,0.58,187.57,200
2/15/2016,0,24.9,71,2,445.06,16.68,0.81,2.47,0.59,217.36,117.49
2/16/2016,0,24.9,64,2,451.87,26.72,0.09,2.57,0.54,289.78,127.31
2/17/2016,0,24.7,60,2,455.78,29.57,0.15,3,0.61,255.48,211.45
2/18/2016,0,26.2,53,2.3,461.26,16.36,0.17,1.94,0.52,190.83,10.63
2/19/2016,0,27.3,59,3,461.98,6.29,0.22,0.93,0.53,104.46,54.98
2/20/2016,0,28,64,2.3,460.99,7.36,0.3,1.28,0.56,43.56,36.05
2/21/2016,0,28,66,2,462.04,6.64,0.34,2.39,0.58,33.15,32.16
2/22/2016,0,25.9,50,3,430.19,9.43,0.37,1.97,0.58,27.5,30.68
2/23/2016,0,26.2,63,2.3,417.39,13.09,0.45,1.61,0.52,122.92,101.84
2/24/2016,0,23.5,78,4.3,417.7,12.56,0.92,2.55,0.6,101.62,201.59
2/25/2016,8,24.9,66,2,411.75,11.41,0.88,1.72,0.58,259.6,157.07
2/26/2016,0,26.2,57,2,440.17,11.05,76.25,1.71,0.58,80.98,133.99
2/27/2016,0,25.9,60,2,446.61,19.59,58.29,2.93,0.59,61.43,152.88
2/28/2016,0,25.9,60,0,448.11,19.06,61.7,2.97,0.58,58.77,188.38
2/29/2016,0,26.2,56,2,455.44,16.05,85.75,2.54,0.61,206.69,136.46
3/1/2016,0,25.6,60,2,451.28,27.54,92.22,3.77,0.56,112.07,141.44
3/2/2016,0,25.8,59,2,367.43,25.53,89.49,1.79,0.56,85.13,131.09
3/3/2016,0,27.4,57,3,356.19,17.89,87.26,1.77,0.53,181.03,164.18
3/4/2016,0,27.3,63,2,358.69,12.64,86.39,2.01,0.6,278.19,165.12
3/5/2016,0,27.3,68,2,348.14,14.07,61.3,2.11,0.53,221.91,218.72
3/6/2016,0,26.3,65,2,359.11,25.6,4.69,2.6,0.59,184.61,193.4
3/7/2016,17,26.1,62,5,382.98,12.28,9.46,1.72,0.57,146.64,174.51
3/8/2016,0,27.3,53,2,348.58,9.21,0.16,0.92,0.57,99.28,170.89
3/9/2016,0,28.8,58,2,453.86,9.79,0.32,1.88,0.56,124.12,182.78
3/10/2016,0,29,60,2,467.15,9.42,0.13,1.86,0.58,107.58,103.44
3/11/2016,0,28.9,60,2.8,467.58,21.66,0.1,1.93,0.52,108.25,117.28
3/12/2016,0,29,55,2.5,465.86,5.01,0.97,0.82,0.49,102.91,123.57
3/13/2016,0,26.9,55,4,457.05,7.66,0.57,1.97,0.55,105.26,272.22
3/14/2016,0,26.2,50,2,447.37,15.59,0.75,2.03,0.59,113.14,200.3
3/15/2016,0,27.8,50,0,460.01,12.09,1.41,1.08,0.55,106.65,199.69
3/16/2016,0,27.4,55,3,471.15,6.02,0.86,1.49,0.53,114.23,165.91
3/17/2016,2,26.7,41,2,478.28,18.55,1.72,0.75,0.55,101.68,117.03
3/18/2016,0,27.8,48,2,481.39,13.27,0.11,0.71,0.57,129.29,248.45
3/19/2016,19,26.2,71,2,458.13,3.35,0.21,0.52,0.66,63.5,387.05
3/20/2016,0,27.2,76,2.5,463.98,5.62,0.79,1.08,0.67,86.11,452.36
3/21/2016,0,28.8,66,4,477.06,4.16,1.49,0.5,0.91,65.4,466.71
3/22/2016,0,29.4,55,2.8,491.89,2.37,0.19,0.44,0.62,79.29,124.31
3/23/2016,0,28.5,40,3,491.47,2.82,0.13,0.82,0.58,87.88,101.83
3/24/2016,0,27.7,49,3,489.61,20.61,1.56,1.25,0.66,131.33,502.93
3/25/2016,0,28.4,50,5,498.79,14.6,63.28,1.77,0.69,143.48,501.12
3/26/2016,0,29.7,52,3,499.94,13.1,0.43,1.43,0.63,139.62,252.76
3/27/2016,0,28.9,67,2,476.49,3.35,0.76,1.05,0.66,78.7,579.11
3/28/2016,0,24.5,80,2,443.34,2.31,1.5,0.71,0.64,59.39,307.9
3/29/2016,1,25.9,71,3,448.03,4.73,0.38,0.61,0.73,71.41,359.42
3/30/2016,13,27,71,2,462.84,4.66,0.52,0.95,0.82,73.33,105
3/31/2016,3,23.5,80,2,437.43,5.22,0.95,0.86,0.84,73.97,114.33
4/1/2016,28,22.3,78,2,413.31,2.24,0.52,1.07,0.81,55.83,103.67
4/2/2016,0,25,84,0,436.14,2.99,1.25,0.98,0.89,56.28,103.71
4/3/2016,2,27.4,84,2,462.28,12.3,2.63,1.07,1.09,69.86,112.19
4/4/2016,9,28.9,82,5,475.59,3.6,4,0.88,1.22,63.04,137.17
4/5/2016,16,28.6,83,3,474.92,1.06,57.41,0.38,1.02,46.46,138.46
4/6/2016,0,30.2,78,3.8,465.16,1.05,53.9,0.7,0.64,65.26,122.76
4/7/2016,0,30.2,76,2.8,479.81,4.61,0.45,0.47,0.66,54.59,106.27
4/8/2016,0,30.6,74,3,447.33,6.65,0.05,0.7,0.66,55.39,95.94
4/9/2016,0,30.4,75,2,448.28,4.27,37.22,1.03,0.67,46.42,80.47
4/10/2016,0,30.9,71,3,455.29,3.62,37.75,1.48,0.71,51.63,89.36
4/11/2016,0,31,76,2.5,458.24,3.5,55.68,1.09,0.63,49.09,87.98
4/12/2016,0,31.5,70,2.5,480.2,1.66,75.24,0.36,0.67,60.8,81.15
4/13/2016,0,31.3,66,2.8,498.69,1.39,73.65,0.36,0.69,62.27,105.13
4/14/2016,0,31.1,68,2.2,496.32,3.28,0.05,0.36,0.64,51.22,99.79
4/15/2016,0,30.9,72,2.5,494.5,2.84,71.42,0.68,0.67,54.8,104.77
4/16/2016,0,30.9,71,2.3,492.94,1.92,54.16,0.59,0.68,45.69,109.31
4/17/2016,0,30.9,75,3.3,493.99,4.36,43.05,0.76,0.65,53.96,108.3
4/18/2016,0,30.4,71,3,492.6,1.14,48.64,0.4,0.67,42.04,135.24
